"","Age","WorkClass","Education","MaritalStatus","Occupation","RelationshipToFamily","Race","Sex","Hours-Per-Week","Label"
"396",44," Private"," Some-college"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," <=50K"
"399",25," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",55," >50K"
"400",52," Self-emp-inc"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," >50K"
"401",20," Private"," Some-college"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",40," <=50K"
"402",28," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Female",40," <=50K"
"403",50," State-gov"," Bachelors"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," >50K"
"405",28," Private"," 7th-8th"," Married-civ-spouse"," Handlers-cleaners"," Husband"," Other"," Male",40," <=50K"
"406",41," Private"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",65," >50K"
"407",28," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," <=50K"
"410",32," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," <=50K"
"412",24," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Unmarried"," Black"," Female",40," <=50K"
"417",52," Private"," 1st-4th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"418",30," Private"," 11th"," Never-married"," Other-service"," Own-child"," White"," Female",19," <=50K"
"419",34," Local-gov"," 11th"," Separated"," Machine-op-inspct"," Not-in-family"," Black"," Male",40," <=50K"
"420",34," State-gov"," HS-grad"," Divorced"," Transport-moving"," Unmarried"," White"," Female",40," <=50K"
"421",20," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",30," <=50K"
"423",32," State-gov"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",40," >50K"
"424",29," Private"," HS-grad"," Divorced"," Farming-fishing"," Not-in-family"," White"," Male",40," <=50K"
"425",33," Private"," 10th"," Never-married"," Craft-repair"," Unmarried"," White"," Female",35," <=50K"
"426",25," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",60," <=50K"
"427",36," Federal-gov"," Masters"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",40," <=50K"
"428",23," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",72," <=50K"
"429",63," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"430",47," Local-gov"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," <=50K"
"433",40," Self-emp-not-inc"," Bachelors"," Married-spouse-absent"," Prof-specialty"," Not-in-family"," White"," Female",40," <=50K"
"434",30," Private"," Assoc-acdm"," Married-civ-spouse"," Other-service"," Wife"," White"," Female",25," >50K"
"435",27," Private"," Some-college"," Never-married"," Craft-repair"," Own-child"," Asian-Pac-Islander"," Male",40," <=50K"
"436",33," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",50," >50K"
"437",34," Local-gov"," HS-grad"," Never-married"," Farming-fishing"," Not-in-family"," Black"," Male",60," <=50K"
"439",23," Private"," Some-college"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," <=50K"
"440",42," Local-gov"," Some-college"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",40," <=50K"
"442",45," Private"," HS-grad"," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",28," <=50K"
"443",24," Federal-gov"," HS-grad"," Never-married"," Armed-Forces"," Own-child"," White"," Male",40," <=50K"
"446",20," Private"," Some-college"," Never-married"," Sales"," Not-in-family"," White"," Male",35," <=50K"
"447",44," Private"," HS-grad"," Widowed"," Exec-managerial"," Unmarried"," Black"," Female",40," <=50K"
"448",51," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," Amer-Indian-Eskimo"," Male",40," <=50K"
"451",19," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Own-child"," Black"," Female",40," <=50K"
"452",45," Self-emp-inc"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",55," >50K"
"457",30," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",40," <=50K"
"459",23," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",60," <=50K"
"461",44," Private"," Assoc-acdm"," Never-married"," Farming-fishing"," Own-child"," White"," Male",40," <=50K"
"462",54," Local-gov"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",40," <=50K"
"465",24," Private"," Bachelors"," Never-married"," Tech-support"," Not-in-family"," White"," Female",20," <=50K"
"466",37," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",60," <=50K"
"467",52," Private"," HS-grad"," Divorced"," Transport-moving"," Unmarried"," White"," Male",40," <=50K"
"471",60," Private"," Some-college"," Never-married"," Prof-specialty"," Unmarried"," White"," Male",40," >50K"
"473",35," Private"," HS-grad"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"474",30," Private"," HS-grad"," Never-married"," Transport-moving"," Not-in-family"," White"," Male",60," <=50K"
"476",46," Private"," Bachelors"," Never-married"," Craft-repair"," Not-in-family"," White"," Female",40," <=50K"
"478",22," Private"," Some-college"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",30," <=50K"
"479",27," Private"," 10th"," Never-married"," Other-service"," Not-in-family"," White"," Male",40," <=50K"
"480",23," Private"," HS-grad"," Never-married"," Other-service"," Unmarried"," White"," Female",35," <=50K"
"481",33," Private"," Assoc-acdm"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",45," <=50K"
"483",28," State-gov"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",20," <=50K"
"484",41," Private"," HS-grad"," Married-spouse-absent"," Craft-repair"," Unmarried"," White"," Female",40," <=50K"
"486",25," Private"," Some-college"," Married-spouse-absent"," Adm-clerical"," Own-child"," Black"," Female",20," <=50K"
"488",59," Local-gov"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",45," <=50K"
"492",46," Federal-gov"," HS-grad"," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",40," <=50K"
"493",35," Private"," Assoc-acdm"," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",60," <=50K"
"494",34," Private"," HS-grad"," Divorced"," Prof-specialty"," Unmarried"," White"," Female",25," <=50K"
"495",33," Private"," Bachelors"," Never-married"," Craft-repair"," Own-child"," White"," Male",20," <=50K"
"498",23," Private"," 5th-6th"," Never-married"," Other-service"," Own-child"," White"," Male",40," <=50K"
"502",62," Local-gov"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," <=50K"
"503",52," Private"," Some-college"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," <=50K"
"504",58," Private"," Some-college"," Divorced"," Other-service"," Unmarried"," White"," Female",42," <=50K"
"505",25," Private"," Bachelors"," Never-married"," Sales"," Not-in-family"," White"," Female",40," <=50K"
"507",19," Private"," Some-college"," Never-married"," Protective-serv"," Own-child"," White"," Male",8," <=50K"
"508",43," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," <=50K"
"510",39," Private"," HS-grad"," Divorced"," Other-service"," Unmarried"," White"," Female",40," <=50K"
"511",49," Private"," Assoc-voc"," Married-spouse-absent"," Handlers-cleaners"," Unmarried"," White"," Male",42," <=50K"
"515",28," Private"," HS-grad"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",45," <=50K"
"517",25," Private"," Some-college"," Never-married"," Adm-clerical"," Not-in-family"," Amer-Indian-Eskimo"," Female",20," <=50K"
"523",24," Local-gov"," Some-college"," Divorced"," Handlers-cleaners"," Not-in-family"," Black"," Male",50," <=50K"
"525",44," Private"," Some-college"," Divorced"," Machine-op-inspct"," Unmarried"," White"," Male",58," >50K"
"526",28," Private"," Some-college"," Married-civ-spouse"," Sales"," Wife"," White"," Female",40," <=50K"
"527",42," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," >50K"
"528",74," Private"," Some-college"," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",9," <=50K"
"530",44," Self-emp-not-inc"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," <=50K"
"532",26," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",40," <=50K"
"533",36," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",40," <=50K"
"534",41," Private"," Assoc-acdm"," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",50," >50K"
"536",39," Local-gov"," 12th"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",50," <=50K"
"539",31," Self-emp-inc"," Bachelors"," Never-married"," Farming-fishing"," Not-in-family"," White"," Female",45," <=50K"
"541",44," Private"," Some-college"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," <=50K"
"542",29," Private"," Doctorate"," Never-married"," Prof-specialty"," Own-child"," White"," Male",40," <=50K"
"544",27," Private"," HS-grad"," Never-married"," Transport-moving"," Not-in-family"," White"," Male",40," <=50K"
"545",27," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",50," <=50K"
"546",32," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Female",45," <=50K"
"548",35," Local-gov"," Some-college"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," <=50K"
"549",21," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",36," <=50K"
"550",28," Private"," Some-college"," Never-married"," Craft-repair"," Unmarried"," White"," Male",40," <=50K"
"551",46," Self-emp-not-inc"," Some-college"," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",50," <=50K"
"552",36," Self-emp-not-inc"," HS-grad"," Separated"," Other-service"," Unmarried"," White"," Female",40," <=50K"
"554",35," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Wife"," Black"," Female",40," <=50K"
"557",35," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"558",31," Private"," HS-grad"," Separated"," Adm-clerical"," Unmarried"," White"," Female",20," <=50K"
"560",30," Private"," 11th"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," <=50K"
"561",28," Private"," Bachelors"," Never-married"," Transport-moving"," Not-in-family"," White"," Male",55," <=50K"
"565",52," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",60," >50K"
"566",20," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Own-child"," Amer-Indian-Eskimo"," Male",48," <=50K"
"567",43," Self-emp-inc"," Masters"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," <=50K"
"568",45," Private"," 7th-8th"," Separated"," Other-service"," Unmarried"," White"," Female",40," <=50K"
"569",29," Self-emp-not-inc"," HS-grad"," Separated"," Craft-repair"," Not-in-family"," White"," Male",35," <=50K"
"571",24," Private"," HS-grad"," Never-married"," Craft-repair"," Own-child"," White"," Male",40," <=50K"
"572",51," Private"," HS-grad"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," <=50K"
"573",17," Private"," 11th"," Never-married"," Sales"," Own-child"," White"," Male",12," <=50K"
"576",29," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Male",40," >50K"
"579",58," Local-gov"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," <=50K"
"580",26," Self-emp-not-inc"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",45," <=50K"
"582",57," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," >50K"
"583",59," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"584",27," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"585",31," Self-emp-not-inc"," Bachelors"," Never-married"," Tech-support"," Not-in-family"," White"," Male",40," <=50K"
"586",21," Private"," Some-college"," Never-married"," Sales"," Own-child"," White"," Female",24," <=50K"
"587",29," Private"," Some-college"," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",60," <=50K"
"588",18," Private"," 11th"," Never-married"," Other-service"," Own-child"," White"," Male",40," <=50K"
"590",57," Self-emp-inc"," Bachelors"," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",80," <=50K"
"595",23," Private"," Bachelors"," Never-married"," Adm-clerical"," Own-child"," White"," Female",40," <=50K"
"596",27," Private"," HS-grad"," Never-married"," Sales"," Own-child"," White"," Male",40," <=50K"
"598",42," Self-emp-not-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",50," >50K"
"599",25," Private"," Some-college"," Never-married"," Tech-support"," Not-in-family"," White"," Male",40," <=50K"
"600",49," Private"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",45," <=50K"
"601",32," Private"," Bachelors"," Never-married"," Tech-support"," Not-in-family"," White"," Male",40," <=50K"
"602",19," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Male",28," <=50K"
"603",60," Private"," 7th-8th"," Divorced"," Other-service"," Not-in-family"," White"," Female",40," <=50K"
"604",42," Local-gov"," 9th"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," <=50K"
"605",35," Self-emp-not-inc"," Assoc-acdm"," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",40," <=50K"
"606",48," Private"," HS-grad"," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",37," <=50K"
"608",29," Private"," HS-grad"," Never-married"," Craft-repair"," Not-in-family"," Amer-Indian-Eskimo"," Male",40," <=50K"
"610",17," Private"," 10th"," Never-married"," Other-service"," Own-child"," White"," Female",21," <=50K"
"612",24," Private"," HS-grad"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"613",24," Private"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",50," <=50K"
"614",26," Local-gov"," Bachelors"," Never-married"," Prof-specialty"," Own-child"," White"," Male",40," <=50K"
"617",30," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",45," <=50K"
"618",50," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",32," <=50K"
"619",52," Self-emp-inc"," Bachelors"," Married-civ-spouse"," Sales"," Husband"," White"," Male",55," <=50K"
"621",23," Private"," Bachelors"," Never-married"," Sales"," Own-child"," White"," Female",20," <=50K"
"622",45," Private"," 11th"," Widowed"," Other-service"," Not-in-family"," Black"," Female",20," <=50K"
"623",65," Private"," 9th"," Widowed"," Priv-house-serv"," Unmarried"," Black"," Female",24," <=50K"
"624",29," Private"," Assoc-voc"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",55," <=50K"
