"","Age","WorkClass","Education","MaritalStatus","Occupation","RelationshipToFamily","Race","Sex","Hours-Per-Week","Label"
"11256",30," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"26375",27," Self-emp-not-inc"," Assoc-voc"," Never-married"," Prof-specialty"," Other-relative"," White"," Male",30," <=50K"
"4893",23," Private"," Assoc-acdm"," Never-married"," Other-service"," Own-child"," White"," Female",35," <=50K"
"27608",60," Private"," 9th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",49," <=50K"
"11740",42," Local-gov"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",44," <=50K"
"19125",66," Private"," HS-grad"," Widowed"," Tech-support"," Not-in-family"," White"," Female",18," <=50K"
"2837",40," Private"," HS-grad"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"3599",25," Local-gov"," HS-grad"," Divorced"," Adm-clerical"," Not-in-family"," Amer-Indian-Eskimo"," Female",35," <=50K"
"2683",61," Local-gov"," Bachelors"," Married-spouse-absent"," Prof-specialty"," Not-in-family"," White"," Male",40," <=50K"
"7950",46," Private"," Bachelors"," Divorced"," Prof-specialty"," Unmarried"," Black"," Female",32," <=50K"
"27997",54," Private"," HS-grad"," Never-married"," Sales"," Not-in-family"," White"," Male",40," <=50K"
"17801",25," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Unmarried"," White"," Male",40," <=50K"
"12952",19," Private"," 10th"," Never-married"," Farming-fishing"," Own-child"," White"," Male",25," <=50K"
"26674",59," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"12836",44," State-gov"," 11th"," Separated"," Tech-support"," Not-in-family"," Black"," Male",40," <=50K"
"25090",39," Private"," Assoc-acdm"," Married-civ-spouse"," Protective-serv"," Husband"," Black"," Male",60," <=50K"
"24046",36," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," <=50K"
"24878",36," State-gov"," Assoc-voc"," Married-spouse-absent"," Protective-serv"," Own-child"," White"," Female",40," <=50K"
"32402",52," Local-gov"," 7th-8th"," Never-married"," Other-service"," Other-relative"," Black"," Female",40," <=50K"
"25764",20," Private"," HS-grad"," Never-married"," Other-service"," Other-relative"," White"," Male",30," <=50K"
"4197",76," Self-emp-inc"," 9th"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," <=50K"
"23201",35," Self-emp-not-inc"," Assoc-voc"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",55," <=50K"
"32472",28," Private"," Some-college"," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",50," <=50K"
"31768",19," Private"," Some-college"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",25," <=50K"
"14027",39," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," White"," Male",40," <=50K"
"3616",30," Private"," Some-college"," Divorced"," Tech-support"," Own-child"," White"," Female",40," <=50K"
"16384",45," Private"," Some-college"," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",48," <=50K"
"17256",48," Private"," 5th-6th"," Never-married"," Priv-house-serv"," Unmarried"," White"," Female",35," <=50K"
"262",45," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",60," <=50K"
"20448",37," Private"," Some-college"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",65," <=50K"
"13388",29," Local-gov"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",40," <=50K"
"24952",19," Private"," 9th"," Never-married"," Farming-fishing"," Other-relative"," White"," Male",16," <=50K"
"23455",37," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",40," <=50K"
"14304",26," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",25," <=50K"
"29135",47," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"27260",66," Private"," Bachelors"," Widowed"," Other-service"," Not-in-family"," White"," Male",12," <=50K"
"962",32," Private"," HS-grad"," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Female",38," <=50K"
"8087",31," Private"," Assoc-voc"," Divorced"," Machine-op-inspct"," Unmarried"," White"," Male",43," <=50K"
"10434",27," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," White"," Female",52," <=50K"
"31735",71," Self-emp-not-inc"," 7th-8th"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",10," <=50K"
"27278",33," Private"," Bachelors"," Married-civ-spouse"," Machine-op-inspct"," Husband"," Other"," Male",40," <=50K"
"32485",48," Private"," Some-college"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",40," <=50K"
"32492",33," Private"," HS-grad"," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",40," <=50K"
"29585",20," State-gov"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Female",40," <=50K"
"27818",23," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Male",40," <=50K"
"21983",18," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Female",40," <=50K"
"24643",19," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Male",40," <=50K"
"6876",32," Private"," Bachelors"," Separated"," Prof-specialty"," Unmarried"," White"," Female",32," <=50K"
"20612",27," Self-emp-not-inc"," Bachelors"," Never-married"," Prof-specialty"," Own-child"," White"," Female",40," <=50K"
"29691",44," Local-gov"," Bachelors"," Divorced"," Prof-specialty"," Unmarried"," White"," Male",45," <=50K"
"30289",40," Private"," HS-grad"," Separated"," Exec-managerial"," Unmarried"," White"," Female",40," <=50K"
"23945",23," Private"," 10th"," Never-married"," Craft-repair"," Own-child"," White"," Male",44," <=50K"
"24203",29," State-gov"," HS-grad"," Never-married"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Male",40," <=50K"
"319",29," Private"," Some-college"," Never-married"," Tech-support"," Not-in-family"," White"," Female",40," <=50K"
"29666",35," Private"," HS-grad"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",35," <=50K"
"18641",43," Private"," HS-grad"," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",40," <=50K"
"3422",30," State-gov"," HS-grad"," Separated"," Adm-clerical"," Not-in-family"," White"," Female",40," <=50K"
"4980",34," Private"," HS-grad"," Married-spouse-absent"," Handlers-cleaners"," Not-in-family"," White"," Male",40," <=50K"
"6713",37," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"16950",23," Private"," HS-grad"," Never-married"," Sales"," Own-child"," White"," Male",35," <=50K"
"26029",38," Private"," HS-grad"," Widowed"," Other-service"," Unmarried"," White"," Female",20," <=50K"
"32203",28," Private"," Assoc-acdm"," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",45," <=50K"
"2254",22," Federal-gov"," Some-college"," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",40," <=50K"
"10548",36," Private"," HS-grad"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",40," <=50K"
"9623",24," State-gov"," Bachelors"," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",20," <=50K"
"16333",28," Private"," Assoc-voc"," Never-married"," Sales"," Not-in-family"," White"," Male",50," <=50K"
"4166",29," Private"," Assoc-acdm"," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",50," <=50K"
"20653",32," Federal-gov"," HS-grad"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," <=50K"
"2478",32," Private"," 10th"," Separated"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"22765",44," Private"," Some-college"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",38," <=50K"
"23863",32," Private"," HS-grad"," Never-married"," Craft-repair"," Unmarried"," White"," Male",10," <=50K"
"4947",24," Private"," Bachelors"," Never-married"," Sales"," Not-in-family"," White"," Male",60," <=50K"
"13436",18," Private"," HS-grad"," Never-married"," Craft-repair"," Own-child"," White"," Female",20," <=50K"
"19047",39," Private"," Bachelors"," Married-civ-spouse"," Tech-support"," Husband"," Asian-Pac-Islander"," Male",40," <=50K"
"16709",49," Private"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",45," <=50K"
"5420",28," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," <=50K"
"30181",37," Private"," Some-college"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",45," <=50K"
"16934",41," Private"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," <=50K"
"23961",37," Private"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",40," <=50K"
"6743",21," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Female",25," <=50K"
"4431",53," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",32," <=50K"
"12892",51," Private"," 11th"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," <=50K"
"19361",29," Private"," 11th"," Divorced"," Craft-repair"," Unmarried"," White"," Female",52," <=50K"
"5570",39," Private"," Bachelors"," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",40," <=50K"
"19133",58," Private"," Some-college"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",36," <=50K"
"9459",59," Private"," HS-grad"," Divorced"," Handlers-cleaners"," Not-in-family"," Black"," Male",40," <=50K"
"18994",31," Local-gov"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",50," <=50K"
"7011",37," Private"," HS-grad"," Separated"," Exec-managerial"," Own-child"," White"," Male",40," <=50K"
"31070",26," Private"," HS-grad"," Never-married"," Transport-moving"," Own-child"," White"," Male",40," <=50K"
"773",31," Private"," HS-grad"," Divorced"," Craft-repair"," Unmarried"," White"," Male",55," <=50K"
"25074",39," Private"," HS-grad"," Divorced"," Prof-specialty"," Unmarried"," White"," Female",40," <=50K"
"4955",36," Private"," HS-grad"," Divorced"," Sales"," Not-in-family"," White"," Female",40," <=50K"
"5786",24," Private"," Some-college"," Never-married"," Exec-managerial"," Own-child"," White"," Female",45," <=50K"
"11077",47," Private"," 11th"," Divorced"," Other-service"," Unmarried"," White"," Female",15," <=50K"
"8888",61," Self-emp-not-inc"," 1st-4th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",20," <=50K"
"28541",47," Private"," Some-college"," Widowed"," Prof-specialty"," Unmarried"," White"," Female",40," <=50K"
"14091",35," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",45," <=50K"
"32431",61," Self-emp-not-inc"," 7th-8th"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",56," <=50K"
"29299",60," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",25," <=50K"
"27092",37," State-gov"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",38," <=50K"
"20903",34," Private"," Assoc-acdm"," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",10," <=50K"
"15384",55," Private"," Bachelors"," Widowed"," Farming-fishing"," Own-child"," Asian-Pac-Islander"," Male",40," <=50K"
"21187",28," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"8091",34," Private"," HS-grad"," Divorced"," Transport-moving"," Own-child"," White"," Female",40," <=50K"
"22789",21," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",29," <=50K"
"6602",44," Private"," HS-grad"," Married-spouse-absent"," Other-service"," Not-in-family"," Black"," Female",40," <=50K"
"12930",26," Private"," Bachelors"," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",65," <=50K"
"8545",33," Private"," HS-grad"," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",16," <=50K"
"13097",41," Federal-gov"," Bachelors"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," <=50K"
"28467",18," Private"," HS-grad"," Married-spouse-absent"," Other-service"," Own-child"," Black"," Male",40," <=50K"
"22800",25," Self-emp-not-inc"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Female",22," <=50K"
"3977",67," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",60," <=50K"
"6249",56," Private"," HS-grad"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," <=50K"
"15273",21," Private"," HS-grad"," Never-married"," Sales"," Own-child"," Black"," Male",40," <=50K"
"22927",51," Private"," 10th"," Divorced"," Craft-repair"," Not-in-family"," Black"," Female",35," <=50K"
"14708",45," Private"," Doctorate"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," <=50K"
"28212",20," Private"," HS-grad"," Never-married"," Adm-clerical"," Own-child"," White"," Female",40," <=50K"
"16365",64," Private"," 5th-6th"," Separated"," Other-service"," Other-relative"," White"," Female",20," <=50K"
"13453",21," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Female",20," <=50K"
"22968",25," Private"," Bachelors"," Separated"," Exec-managerial"," Not-in-family"," White"," Male",40," <=50K"
"4262",26," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," White"," Male",24," <=50K"
"25258",44," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",48," <=50K"
"12803",17," Private"," 10th"," Never-married"," Sales"," Other-relative"," Black"," Female",12," <=50K"
"11717",50," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," <=50K"
"24403",30," Local-gov"," Assoc-voc"," Divorced"," Protective-serv"," Unmarried"," Amer-Indian-Eskimo"," Female",40," <=50K"
"12914",45," Private"," Bachelors"," Widowed"," Other-service"," Own-child"," Asian-Pac-Islander"," Female",40," <=50K"
"12387",28," Local-gov"," Bachelors"," Never-married"," Prof-specialty"," Other-relative"," White"," Male",50," <=50K"
"7255",32," Private"," 11th"," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",40," <=50K"
"21967",35," Private"," Assoc-voc"," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",40," <=50K"
"14538",35," Self-emp-inc"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," <=50K"
"17901",52," Private"," HS-grad"," Divorced"," Other-service"," Not-in-family"," White"," Male",38," <=50K"
"31941",68," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",15," <=50K"
"538",29," Private"," Assoc-voc"," Separated"," Craft-repair"," Not-in-family"," White"," Male",40," <=50K"
"6757",20," Private"," HS-grad"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",40," <=50K"
"9176",27," Private"," 11th"," Never-married"," Exec-managerial"," Unmarried"," White"," Female",45," <=50K"
"25897",42," Private"," Some-college"," Divorced"," Farming-fishing"," Not-in-family"," White"," Male",40," <=50K"
"23431",43," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",60," <=50K"
"21075",19," Private"," 11th"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",24," <=50K"
"32233",30," Private"," Some-college"," Never-married"," Adm-clerical"," Not-in-family"," Other"," Male",40," <=50K"
